CIN,State,Sector,Capital,Cap_share,Lab_share,Labor,Debt,Productivity
U99629UT2024PTC689233,Uttar Pradesh,Agriculture,1.7021626308666509,0.435341779957907,0.564658220042093,34,0.9866440626253169,1.0
U77105TA2024PTC472356,Tamil Nadu,Services,1.097108678352857,0.4504727735548856,0.5495272264451143,21,1.3615224748937018,1.0
U75675UT2024PTC563435,Uttar Pradesh,Manufacturing,0.944526347299313,0.6345177380166837,0.3654822619833164,18,0.9177266316961853,1.0
U36419WE2024PTC488402,West Bengal,Services,0.6330648972974251,0.4504727735548856,0.5495272264451143,12,0.813652077206019,1.0
U21156KE2024PTC629350,Kerala,Agriculture,0.3173645316019301,0.435341779957907,0.564658220042093,6,0.17657707724354277,1.0
U63817KA2024PTC520961,Karnataka,Services,2.796947286636716,0.4504727735548856,0.5495272264451143,55,1.7126894883709947,1.0
U44940HA2024PTC646751,Haryana,Services,1.0160831861237893,0.4504727735548856,0.5495272264451143,20,0.6526823834328543,1.0
U46188KA2024PTC171813,Karnataka,Manufacturing,1.0591970146661596,0.6345177380166837,0.3654822619833164,21,0.5532937724342204,1.0
U44017WE2024PTC351824,West Bengal,Services,0.2511775373796392,0.4504727735548856,0.5495272264451143,5,0.17465610835571008,1.0
U40244CH2024PTC889129,Chattisgarh,Services,0.6754980076229926,0.4504727735548856,0.5495272264451143,13,0.7883519381109836,1.0
U24903DE2024PTC735218,Delhi,Manufacturing,5.43834163498492,0.6345177380166837,0.3654822619833164,108,2.9607730371985377,1.0
U64086DE2024PTC712673,Delhi,Agriculture,0.7283611504456375,0.435341779957907,0.564658220042093,14,0.6832655841312022,1.0
U46652MA2024PTC762614,Maharashtra,Manufacturing,6.092096492739181,0.6345177380166837,0.3654822619833164,121,1.712182150594748,1.0
U79827GU2024PTC685919,Gujarat,Manufacturing,3.837513568182732,0.6345177380166837,0.3654822619833164,76,3.78379331412178,1.0
U90527WE2024PTC833936,West Bengal,Services,2.4154263406593275,0.4504727735548856,0.5495272264451143,48,2.385008726619059,1.0
U69019MA2024PTC775827,Maharashtra,Services,3.342598438228337,0.4504727735548856,0.5495272264451143,66,2.103621975030583,1.0
U75233AN2024PTC100372,Andhra Pradesh,Agriculture,2.0686172651485344,0.435341779957907,0.564658220042093,41,1.2423107150481894,1.0
U89737DE2024PTC302459,Delhi,Services,1.2722510953852257,0.4504727735548856,0.5495272264451143,25,1.6237138605124068,1.0
U81564MA2024PTC223297,Maharashtra,Services,3.5332638467002804,0.4504727735548856,0.5495272264451143,70,1.6096967042524137,1.0
U73615DE2024PTC346576,Delhi,Agriculture,1.134579610761275,0.435341779957907,0.564658220042093,22,2.0553039691648833,1.0
U39445MA2024PTC814507,Maharashtra,Manufacturing,0.7536891156097332,0.6345177380166837,0.3654822619833164,15,0.5767098237931595,1.0
U95532MA2024PTC995867,Maharashtra,Manufacturing,1.8852720961283802,0.6345177380166837,0.3654822619833164,37,1.1391411235374245,1.0
U73769TE2024PTC515950,Telangana,Services,1.5269467649497468,0.4504727735548856,0.5495272264451143,30,0.5169459571783749,1.0
U44100DE2024PTC507954,Delhi,Services,0.7135891259279317,0.4504727735548856,0.5495272264451143,14,0.789800247581581,1.0
U86974DE2024PTC745337,Delhi,Services,3.015215496839218,0.4504727735548856,0.5495272264451143,60,2.5117585374910667,1.0
U58799UT2024PTC162716,Uttar Pradesh,Agriculture,0.4447698210470297,0.435341779957907,0.564658220042093,8,0.4865247736315019,1.0
U79061UT2024PTC129884,Uttar Pradesh,Services,0.7036237605422,0.4504727735548856,0.5495272264451143,14,1.1257692874982443,1.0
U11796RA2024PTC506970,Rajasthan,Services,0.5259459142387792,0.4504727735548856,0.5495272264451143,10,0.2880094095723928,1.0
U22161TA2024PTC167713,Tamil Nadu,Services,0.5338535618589343,0.4504727735548856,0.5495272264451143,10,0.3454697664827112,1.0
U77586RA2024PTC977098,Rajasthan,Manufacturing,0.3044911292198897,0.6345177380166837,0.3654822619833164,6,0.14856187976519675,1.0
U48577UT2024PTC154765,Uttar Pradesh,Services,0.7141303405912689,0.4504727735548856,0.5495272264451143,14,0.39385402957072946,1.0
U34841MA2024PTC649786,Maharashtra,Services,1.0152579400072301,0.4504727735548856,0.5495272264451143,20,1.3733577762175007,1.0
U87711WE2024PTC167229,West Bengal,Manufacturing,1.1306842605254381,0.6345177380166837,0.3654822619833164,22,1.352667736495171,1.0
U73914AN2024PTC282275,Andhra Pradesh,Manufacturing,0.5434367139169062,0.6345177380166837,0.3654822619833164,10,0.460340167474005,1.0
U24838DE2024PTC725512,Delhi,Services,0.7164738443576713,0.4504727735548856,0.5495272264451143,14,0.7574224378964479,1.0
U96765CH2024PTC169703,Chattisgarh,Services,0.6592962773035108,0.4504727735548856,0.5495272264451143,13,1.2907157899307007,1.0
U32615DE2024PTC928277,Delhi,Services,1.7908627490742606,0.4504727735548856,0.5495272264451143,35,1.1810283132030097,1.0
U48907DE2024PTC524374,Delhi,Services,9.872815615238933,0.4504727735548856,0.5495272264451143,197,12.004808119985006,1.0
U75043TA2024PTC570099,Tamil Nadu,Services,3.2879224057286036,0.4504727735548856,0.5495272264451143,65,3.6042427820921907,1.0
U63176DE2024PTC941853,Delhi,Agriculture,0.7343846793154665,0.435341779957907,0.564658220042093,14,0.3997401624561173,1.0
U43330GU2024PTC803505,Gujarat,Manufacturing,1.5547089197703656,0.6345177380166837,0.3654822619833164,31,1.1756670704851073,1.0
U65244WE2024PTC827888,West Bengal,Services,0.24875431305980467,0.4504727735548856,0.5495272264451143,4,0.14340060255900536,1.0
U87754BI2024PTC140564,Bihar,Manufacturing,0.5822415799530789,0.6345177380166837,0.3654822619833164,11,0.9917405305671014,1.0
U98004TA2024PTC315963,Tamil Nadu,Agriculture,0.9447541176629826,0.435341779957907,0.564658220042093,18,0.42814152185057064,1.0
U59496DE2024PTC745587,Delhi,Services,0.6553833772355481,0.4504727735548856,0.5495272264451143,13,0.18461915187217498,1.0
U72469MA2024PTC889148,Maharashtra,Services,0.76309366017571,0.4504727735548856,0.5495272264451143,15,0.27871239658451835,1.0
U42361TE2024PTC651542,Telangana,Manufacturing,892.9866570035518,0.6345177380166837,0.3654822619833164,17859,540.3894370360605,1.0
U52632MA2024PTC728252,Madhya Pradesh,Manufacturing,9.78720566771233,0.6345177380166837,0.3654822619833164,195,8.989870866159222,1.0
U73141TA2024PTC598752,Tamil Nadu,Services,0.5836272184671694,0.4504727735548856,0.5495272264451143,11,0.222301126895946,1.0
U31277DE2024PTC117503,Delhi,Agriculture,0.7619724474232724,0.435341779957907,0.564658220042093,15,0.6898696960121087,1.0
U85640WE2024PTC619098,West Bengal,Services,1.9720875757429932,0.4504727735548856,0.5495272264451143,39,1.8914356178143477,1.0
U96921UT2024PTC787595,Uttar Pradesh,Manufacturing,0.7886113346827602,0.6345177380166837,0.3654822619833164,15,0.5218258624970926,1.0
U86180MA2024PTC777047,Maharashtra,Services,12.903875037552545,0.4504727735548856,0.5495272264451143,258,9.48067418972184,1.0
U58409TE2024PTC624046,Telangana,Services,0.9103271044044465,0.4504727735548856,0.5495272264451143,18,0.9384249138221864,1.0
U50098UT2024PTC395008,Uttarakhand,Services,0.39797533271619323,0.4504727735548856,0.5495272264451143,7,0.3655425787819616,1.0
U18778MA2024PTC260855,Maharashtra,Manufacturing,0.9068174706634895,0.6345177380166837,0.3654822619833164,18,0.7736267951541402,1.0
U65813HA2024PTC459067,Haryana,Services,3.781026553275941,0.4504727735548856,0.5495272264451143,75,1.1251167654890466,1.0
U88910MA2024PTC145596,Madhya Pradesh,Manufacturing,2.269340504737437,0.6345177380166837,0.3654822619833164,45,1.3402580381686415,1.0
U31295WE2024PTC511838,West Bengal,Manufacturing,0.3529427233397652,0.6345177380166837,0.3654822619833164,7,0.1587719824185487,1.0
U59081TE2024PTC518708,Telangana,Services,1.1048576420541891,0.4504727735548856,0.5495272264451143,22,1.1995308602323964,1.0
U29733MA2024PTC209082,Maharashtra,Services,1.0574747188220983,0.4504727735548856,0.5495272264451143,21,0.6689621031316472,1.0
U22372BI2024PTC736238,Bihar,Services,0.49176252414330435,0.4504727735548856,0.5495272264451143,9,0.8130317960279303,1.0
U45256DE2024PTC808305,Delhi,Agriculture,3.7122571409608187,0.435341779957907,0.564658220042093,74,5.416862080757723,1.0
U83353DE2024PTC709045,Delhi,Agriculture,1.0547072678954423,0.435341779957907,0.564658220042093,21,1.6516223033305817,1.0
U74683RA2024PTC359923,Rajasthan,Services,1.5192362547240648,0.4504727735548856,0.5495272264451143,30,1.0089472529782098,1.0
U28225RA2024PTC682834,Rajasthan,Services,5.35540858259747,0.4504727735548856,0.5495272264451143,107,3.110270361465434,1.0
U18064KE2024PTC727361,Kerala,Services,0.26328513367922934,0.4504727735548856,0.5495272264451143,5,0.1760714769129639,1.0
U23986MA2024PTC928121,Madhya Pradesh,Services,3.1391836401235054,0.4504727735548856,0.5495272264451143,62,4.031701750889899,1.0
U75852GU2024PTC549821,Gujarat,Manufacturing,2.1291503407553405,0.6345177380166837,0.3654822619833164,42,3.063844400580562,1.0
U42843DE2024PTC318061,Delhi,Services,0.6490871906971563,0.4504727735548856,0.5495272264451143,12,0.4554749849805195,1.0
U54006KE2024PTC132195,Kerala,Agriculture,0.17486143986749084,0.435341779957907,0.564658220042093,3,0.24658027986122258,1.0
U10203MA2024PTC407392,Maharashtra,Services,2.436802518088082,0.4504727735548856,0.5495272264451143,48,1.7318685308144486,1.0
U17460DE2024PTC742751,Delhi,Services,0.7126035927298421,0.4504727735548856,0.5495272264451143,14,0.6294330416312206,1.0
U67230MA2024PTC746556,Maharashtra,Services,9.218000824072403,0.4504727735548856,0.5495272264451143,184,5.899348726715258,1.0
U64710GU2024PTC235427,Gujarat,Services,9.558411534589132,0.4504727735548856,0.5495272264451143,191,20.80914526497735,1.0
U41935DE2024PTC217739,Delhi,Agriculture,1.2495067219485283,0.435341779957907,0.564658220042093,24,2.5478228544374737,1.0
U12663WE2024PTC272463,West Bengal,Services,0.5359379004517201,0.4504727735548856,0.5495272264451143,10,0.6360988665701529,1.0
U29546CH2024PTC567141,Chattisgarh,Agriculture,1.656589202598143,0.435341779957907,0.564658220042093,33,1.1747007460740617,1.0
U96998DE2024PTC623662,Delhi,Manufacturing,2.1395427558550635,0.6345177380166837,0.3654822619833164,42,0.7266592091426627,1.0
U10038TE2024PTC803172,Telangana,Agriculture,0.862815181445487,0.435341779957907,0.564658220042093,17,0.7130725275399634,1.0
U69862KE2024PTC634606,Kerala,Services,0.22713960921071452,0.4504727735548856,0.5495272264451143,4,0.24269211893225284,1.0
U18920MA2024PTC423387,Maharashtra,Agriculture,6.4728857295413444,0.435341779957907,0.564658220042093,129,2.549853449339793,1.0
U63931WE2024PTC597706,West Bengal,Services,0.25352426563050606,0.4504727735548856,0.5495272264451143,5,0.4866862365845609,1.0
U94044WE2024PTC835153,West Bengal,Services,0.3622292862796168,0.4504727735548856,0.5495272264451143,7,0.5877895082075906,1.0
U33783MA2024PTC661190,Maharashtra,Services,1.9629595280096588,0.4504727735548856,0.5495272264451143,39,0.9979460560303142,1.0
U98214GU2024PTC791899,Gujarat,Agriculture,11.493679392640157,0.435341779957907,0.564658220042093,229,9.889657097815324,1.0
U90847DE2024PTC957506,Delhi,Manufacturing,0.694416063396284,0.6345177380166837,0.3654822619833164,13,0.6215316754049762,1.0
U58949GU2024PTC299865,Gujarat,Services,4.072388245759804,0.4504727735548856,0.5495272264451143,81,3.1926774047886024,1.0
U56543KA2024PTC605263,Karnataka,Services,0.9459796818727362,0.4504727735548856,0.5495272264451143,18,0.861469782941197,1.0
U21398WE2024PTC851094,West Bengal,Agriculture,0.6968570077123944,0.435341779957907,0.564658220042093,13,0.4070426559247208,1.0
U91580DE2024PTC842668,Delhi,Services,0.9158287215100244,0.4504727735548856,0.5495272264451143,18,0.6897936906610089,1.0
U24772KA2024PTC885905,Karnataka,Services,1.5921274307942648,0.4504727735548856,0.5495272264451143,31,1.3789839951198777,1.0
U83436HI2024PTC522227,Himachal Pradesh,Services,0.6192553671426366,0.4504727735548856,0.5495272264451143,12,0.36308444929243083,1.0
U60396UT2024PTC210583,Uttar Pradesh,Services,1.6103031096597378,0.4504727735548856,0.5495272264451143,32,1.8537291551567407,1.0
U76193DE2024PTC995893,Delhi,Services,2.277568492455783,0.4504727735548856,0.5495272264451143,45,1.8425090659678975,1.0
U93619AS2024PTC645128,Assam,Services,5.071141277901902,0.4504727735548856,0.5495272264451143,101,3.1655849582756015,1.0
U65220MA2024PTC321039,Maharashtra,Manufacturing,0.8599182599491929,0.6345177380166837,0.3654822619833164,17,0.43775855728165664,1.0
U37619GU2024PTC722407,Gujarat,Services,4.903938160802226,0.4504727735548856,0.5495272264451143,98,5.373194822762194,1.0
U74258JA2024PTC704349,Jammu & Kashmir,Services,0.3652040747997405,0.4504727735548856,0.5495272264451143,7,0.3061875077303255,1.0
U73900PU2024PTC669672,Puducherry,Manufacturing,0.3262840838526533,0.6345177380166837,0.3654822619833164,6,0.17908755273677607,1.0
U39917TA2024PTC998733,Tamil Nadu,Services,0.8229408666466151,0.4504727735548856,0.5495272264451143,16,0.5626120211725517,1.0
U98155KE2024PTC170071,Kerala,Manufacturing,0.21897880155467075,0.6345177380166837,0.3654822619833164,4,0.1470046391492554,1.0
U66425RA2024PTC704404,Rajasthan,Agriculture,0.3709631050936014,0.435341779957907,0.564658220042093,7,0.45282212737692584,1.0
U54586WE2024PTC947753,West Bengal,Manufacturing,0.9176499012311632,0.6345177380166837,0.3654822619833164,18,1.5805285582374577,1.0
U74396TE2024PTC167512,Telangana,Services,1.3926073166629425,0.4504727735548856,0.5495272264451143,27,1.0355391822967823,1.0
U67089AN2024PTC464117,Andhra Pradesh,Services,0.3715089039780875,0.4504727735548856,0.5495272264451143,7,0.3576273636774,1.0
U57055DE2024PTC363081,Delhi,Services,1.3660521526370717,0.4504727735548856,0.5495272264451143,27,1.4957806430476364,1.0
U97516DE2024PTC904105,Delhi,Services,0.932987053656096,0.4504727735548856,0.5495272264451143,18,0.4197464356810587,1.0
U82957WE2024PTC803942,West Bengal,Agriculture,6.074124492704197,0.435341779957907,0.564658220042093,121,4.984748701046179,1.0
U39500TA2024PTC288928,Tamil Nadu,Services,0.8533943119931761,0.4504727735548856,0.5495272264451143,17,0.854945360244475,1.0
U22953GU2024PTC167052,Gujarat,Services,1.5903266186541836,0.4504727735548856,0.5495272264451143,31,1.650418381981687,1.0
U56340GU2024PTC667330,Gujarat,Services,2.209325187159051,0.4504727735548856,0.5495272264451143,44,1.5508848861097344,1.0
U81706DE2024PTC257579,Delhi,Services,0.9103821735814139,0.4504727735548856,0.5495272264451143,18,0.3801033178781881,1.0
U12353MA2024PTC374143,Maharashtra,Manufacturing,0.7270867583077129,0.6345177380166837,0.3654822619833164,14,0.7468005299023153,1.0
U86474KA2024PTC687422,Karnataka,Services,0.947163658080782,0.4504727735548856,0.5495272264451143,18,0.8539771034654718,1.0
U10580OD2024PTC840609,Odisha,Services,3.208164854680186,0.4504727735548856,0.5495272264451143,64,3.8899303803732286,1.0
U83829AN2024PTC170086,Andhra Pradesh,Agriculture,1.4597046691776256,0.435341779957907,0.564658220042093,29,0.410378304859674,1.0
U55248TE2024PTC587170,Telangana,Services,1.332859667812246,0.4504727735548856,0.5495272264451143,26,1.0840656178410715,1.0
U72249JA2024PTC821194,Jammu & Kashmir,Services,0.3757512745375723,0.4504727735548856,0.5495272264451143,7,0.25529160124059597,1.0
U46884GU2024PTC631935,Gujarat,Manufacturing,1.9468464208350587,0.6345177380166837,0.3654822619833164,38,1.2202389609210944,1.0
U78079UT2024PTC841139,Uttar Pradesh,Services,0.6065968821996095,0.4504727735548856,0.5495272264451143,12,0.26314891442401755,1.0
U80314KA2024PTC704382,Karnataka,Services,0.580949124090665,0.4504727735548856,0.5495272264451143,11,0.2848530631061171,1.0
U63546MA2024PTC967351,Maharashtra,Services,0.7956620783002151,0.4504727735548856,0.5495272264451143,15,0.6820802068765065,1.0
U40033MA2024PTC971507,Maharashtra,Manufacturing,1.5730759336053262,0.6345177380166837,0.3654822619833164,31,0.8695792924965773,1.0
U95625KA2024PTC985252,Karnataka,Manufacturing,2.3788058822560503,0.6345177380166837,0.3654822619833164,47,1.17015392207573,1.0
U77737WE2024PTC655288,West Bengal,Agriculture,0.26700680730215104,0.435341779957907,0.564658220042093,5,0.20715315654247538,1.0
U82113TA2024PTC767989,Tamil Nadu,Services,0.7478576347709682,0.4504727735548856,0.5495272264451143,14,0.39759209121497235,1.0
U71525GU2024PTC500138,Gujarat,Services,1.7252066635134602,0.4504727735548856,0.5495272264451143,34,1.3325857045247844,1.0
U79822DE2024PTC979867,Delhi,Services,0.9077087310770382,0.4504727735548856,0.5495272264451143,18,0.6890055548364361,1.0
U79472MA2024PTC723582,Maharashtra,Manufacturing,3.6270975043922347,0.6345177380166837,0.3654822619833164,72,3.1879567402320403,1.0
U96891KA2024PTC947481,Karnataka,Agriculture,0.5324713290816431,0.435341779957907,0.564658220042093,10,0.2665101990249805,1.0
U17721UT2024PTC478683,Uttar Pradesh,Services,1.068153858187072,0.4504727735548856,0.5495272264451143,21,1.3055867206679492,1.0
U50957KE2024PTC463157,Kerala,Services,0.17068773027559195,0.4504727735548856,0.5495272264451143,3,0.1987893289246076,1.0
U63159TA2024PTC610525,Tamil Nadu,Services,0.8554276405040682,0.4504727735548856,0.5495272264451143,17,0.6693893511058834,1.0
U77714UT2024PTC719454,Uttar Pradesh,Services,0.7429675699575771,0.4504727735548856,0.5495272264451143,14,0.6992125663726958,1.0
U19747TE2024PTC755338,Telangana,Services,0.7444110302590432,0.4504727735548856,0.5495272264451143,14,0.7394855965605576,1.0
U31318DE2024PTC229244,Delhi,Services,1.6280767972445735,0.4504727735548856,0.5495272264451143,32,1.721246897552779,1.0
U36619HI2024PTC601145,Himachal Pradesh,Services,14.100915216728163,0.4504727735548856,0.5495272264451143,282,14.48643874473444,1.0
U83640HA2024PTC934178,Haryana,Manufacturing,0.7516231419425061,0.6345177380166837,0.3654822619833164,15,0.7562777430669497,1.0
U17338TA2024PTC428848,Tamil Nadu,Services,1.2138423871288273,0.4504727735548856,0.5495272264451143,24,1.1172282828124094,1.0
U90723MA2024PTC851969,Maharashtra,Services,1.077629992071304,0.4504727735548856,0.5495272264451143,21,1.039919882544882,1.0
U66500DE2024PTC559699,Delhi,Manufacturing,649.5904244006797,0.6345177380166837,0.3654822619833164,12991,177.38265588739435,1.0
U21323WE2024PTC835446,West Bengal,Agriculture,3.7661436784069684,0.435341779957907,0.564658220042093,75,1.707623847326982,1.0
U78163MA2024PTC884311,Maharashtra,Manufacturing,0.790805180505661,0.6345177380166837,0.3654822619833164,15,0.8329743628452336,1.0
U91768DE2024PTC752479,Delhi,Services,17.620410495411168,0.4504727735548856,0.5495272264451143,352,8.263931710668933,1.0
U28919TA2024PTC774016,Tamil Nadu,Manufacturing,1.7452704239965553,0.6345177380166837,0.3654822619833164,34,1.4027035329750344,1.0
U63956KA2024PTC640832,Karnataka,Manufacturing,43.247703123045106,0.6345177380166837,0.3654822619833164,864,22.984677706906368,1.0
U60936GU2024PTC814648,Gujarat,Services,5.848115626358554,0.4504727735548856,0.5495272264451143,116,5.240653237869545,1.0
U98518TE2024PTC381710,Telangana,Agriculture,0.5292197619352031,0.435341779957907,0.564658220042093,10,0.08589356059366408,1.0
U24880WE2024PTC243008,West Bengal,Services,0.8575510818017268,0.4504727735548856,0.5495272264451143,17,0.7887041284413245,1.0
U93947TE2024PTC636486,Telangana,Services,1.5176738919627764,0.4504727735548856,0.5495272264451143,30,1.1255150591447887,1.0
U18376MA2024PTC167432,Maharashtra,Services,0.8538291217211484,0.4504727735548856,0.5495272264451143,17,0.4205465818831193,1.0
U45172MA2024PTC315531,Maharashtra,Agriculture,2.5806270127882858,0.435341779957907,0.564658220042093,51,3.232097179268151,1.0
U27116DE2024PTC687583,Delhi,Manufacturing,1.797367011445064,0.6345177380166837,0.3654822619833164,35,3.3356395267112338,1.0
U19813TA2024PTC854241,Tamil Nadu,Manufacturing,57.923233256103515,0.6345177380166837,0.3654822619833164,1158,15.843946660812772,1.0
U61313WE2024PTC206873,West Bengal,Services,0.5833098210414525,0.4504727735548856,0.5495272264451143,11,0.33435530907357663,1.0
U30232DE2024PTC314300,Delhi,Services,1.0533764900276763,0.4504727735548856,0.5495272264451143,21,0.3941610824119476,1.0
U87920DE2024PTC395753,Delhi,Manufacturing,10.619809519677059,0.6345177380166837,0.3654822619833164,212,3.5059320405264582,1.0
U67499MA2024PTC401165,Madhya Pradesh,Services,1.1428622928352372,0.4504727735548856,0.5495272264451143,22,0.9586507999896406,1.0
U55108GU2024PTC492365,Gujarat,Manufacturing,2.2614242298138607,0.6345177380166837,0.3654822619833164,45,1.0553058998014408,1.0
U86363MA2024PTC185305,Maharashtra,Services,0.737484771955302,0.4504727735548856,0.5495272264451143,14,0.34405375906311647,1.0
U14821TA2024PTC248869,Tamil Nadu,Services,1.8646236021410245,0.4504727735548856,0.5495272264451143,37,1.018453632502174,1.0
U75580DE2024PTC511286,Delhi,Services,0.7268223906395236,0.4504727735548856,0.5495272264451143,14,0.5600849277422738,1.0
U15236MA2024PTC651033,Maharashtra,Services,7.500386667923582,0.4504727735548856,0.5495272264451143,150,10.439629152710477,1.0
U16625HA2024PTC717641,Haryana,Services,10.915442657933555,0.4504727735548856,0.5495272264451143,218,10.252522880259981,1.0
U29109KE2024PTC781359,Kerala,Services,0.20622355607918536,0.4504727735548856,0.5495272264451143,4,0.19135469432994476,1.0
U50777KA2024PTC366158,Karnataka,Services,0.5748418484553423,0.4504727735548856,0.5495272264451143,11,0.30173216862113583,1.0
U48548GU2024PTC301203,Gujarat,Services,3.485815839635647,0.4504727735548856,0.5495272264451143,69,4.326858642767408,1.0
U51033MA2024PTC925492,Maharashtra,Services,0.9001004617074014,0.4504727735548856,0.5495272264451143,18,1.2274823763225955,1.0
U77096UT2024PTC682523,Uttar Pradesh,Services,0.8422616018757021,0.4504727735548856,0.5495272264451143,16,1.0427658956910177,1.0
U86860WE2024PTC978433,West Bengal,Services,0.3947588267742239,0.4504727735548856,0.5495272264451143,7,0.21571881022637274,1.0
U35822KA2024PTC570746,Karnataka,Services,2.1492326274263966,0.4504727735548856,0.5495272264451143,42,2.5562087797632733,1.0
U92392WE2024PTC744411,West Bengal,Services,781.750084254672,0.4504727735548856,0.5495272264451143,15635,1146.4277453888187,1.0
U44985JH2024PTC649564,Jharkhand,Manufacturing,0.6184279368442018,0.6345177380166837,0.3654822619833164,12,0.7464418642800612,1.0
U53039GU2024PTC313044,Gujarat,Manufacturing,4.3776038175902405,0.6345177380166837,0.3654822619833164,87,3.198381169393274,1.0
U12987KA2024PTC370474,Karnataka,Agriculture,0.7540935316952118,0.435341779957907,0.564658220042093,15,0.3960590134189995,1.0
U35973AS2024PTC557774,Assam,Services,2.139478662497581,0.4504727735548856,0.5495272264451143,42,1.8773735581608775,1.0
U28521HA2024PTC330203,Haryana,Manufacturing,0.5862348829186012,0.6345177380166837,0.3654822619833164,11,0.3630862811823437,1.0
U85811MA2024PTC672407,Maharashtra,Services,1.3425697393694271,0.4504727735548856,0.5495272264451143,26,0.24346467852990447,1.0
U37552KA2024PTC609152,Karnataka,Services,0.6153105483458042,0.4504727735548856,0.5495272264451143,12,0.3555128797661496,1.0
U47603DE2024PTC653228,Delhi,Services,0.7726888100290804,0.4504727735548856,0.5495272264451143,15,0.7035799592576734,1.0
U55965RA2024PTC632665,Rajasthan,Manufacturing,0.5718962716749365,0.6345177380166837,0.3654822619833164,11,0.5685121470569529,1.0
U78978DE2024PTC424452,Delhi,Services,0.9045113261676099,0.4504727735548856,0.5495272264451143,18,1.559276680303943,1.0
U82938BI2024PTC398105,Bihar,Services,0.48765936106093755,0.4504727735548856,0.5495272264451143,9,0.7716088721276501,1.0
U14928WE2024PTC633892,West Bengal,Services,0.3382338143269977,0.4504727735548856,0.5495272264451143,6,0.3427843266339916,1.0
U58029MA2024PTC979732,Maharashtra,Manufacturing,1.2561594303955668,0.6345177380166837,0.3654822619833164,25,0.668907577692077,1.0
U23777MA2024PTC676356,Maharashtra,Services,0.9824551934682375,0.4504727735548856,0.5495272264451143,19,0.8287686366663973,1.0
U35591MA2024PTC825433,Maharashtra,Services,3.1758210065862578,0.4504727735548856,0.5495272264451143,63,2.0479499230087703,1.0
U71478BI2024PTC811563,Bihar,Services,0.58580738382834,0.4504727735548856,0.5495272264451143,11,0.1602166749497353,1.0
U41905KA2024PTC212236,Karnataka,Services,0.6050678964275236,0.4504727735548856,0.5495272264451143,12,1.8371158189484043,1.0
U14261WE2024PTC661594,West Bengal,Services,0.2446500683317996,0.4504727735548856,0.5495272264451143,4,0.1123570866018396,1.0
U79962TE2024PTC424576,Telangana,Services,0.474357086199089,0.4504727735548856,0.5495272264451143,9,0.15006115758988292,1.0
U11358MA2024PTC441103,Maharashtra,Services,1.1900710345910543,0.4504727735548856,0.5495272264451143,23,0.37127623556162503,1.0
U44537DE2024PTC127337,Delhi,Services,0.9120844922676992,0.4504727735548856,0.5495272264451143,18,0.6552656534934547,1.0
U73247MA2024PTC977733,Maharashtra,Services,0.9535940074617755,0.4504727735548856,0.5495272264451143,19,1.2559003205192973,1.0
U56493UT2024PTC379720,Uttar Pradesh,Manufacturing,1.0054195390366356,0.6345177380166837,0.3654822619833164,20,0.5623307235219979,1.0
U45584MA2024PTC925467,Maharashtra,Manufacturing,3.324578380255585,0.6345177380166837,0.3654822619833164,66,3.4622118211458406,1.0
U33409DE2024PTC458124,Delhi,Manufacturing,0.6871030921360801,0.6345177380166837,0.3654822619833164,13,0.6559013192744995,1.0
U97137HA2024PTC869083,Haryana,Agriculture,0.6298008630756242,0.435341779957907,0.564658220042093,12,0.429247362891443,1.0
U92962KE2024PTC973595,Kerala,Manufacturing,0.24517395072372122,0.6345177380166837,0.3654822619833164,4,0.11647128524771007,1.0
U51185RA2024PTC306778,Rajasthan,Agriculture,0.4860369431987918,0.435341779957907,0.564658220042093,9,0.5931467821234465,1.0
U82291KA2024PTC843747,Karnataka,Services,0.8144177633930584,0.4504727735548856,0.5495272264451143,16,0.7044703999774525,1.0
U46745UT2024PTC522928,Uttar Pradesh,Manufacturing,1.0450807215967821,0.6345177380166837,0.3654822619833164,20,0.834569107253406,1.0
U22023MA2024PTC361199,Maharashtra,Manufacturing,0.7859303157993838,0.6345177380166837,0.3654822619833164,15,1.171042644823761,1.0
U72919MA2024PTC100540,Maharashtra,Services,1.3454821175089542,0.4504727735548856,0.5495272264451143,26,1.2481374291371108,1.0
U18837GU2024PTC350845,Gujarat,Services,6.989620685591476,0.4504727735548856,0.5495272264451143,139,3.7986874050311727,1.0
U31185UT2024PTC203030,Uttar Pradesh,Services,4.556123531898196,0.4504727735548856,0.5495272264451143,91,6.074278612658223,1.0
U74889PU2024PTC778766,Punjab,Services,1.0718042955035352,0.4504727735548856,0.5495272264451143,21,1.6769355583566388,1.0
U71630DE2024PTC149054,Delhi,Services,0.7413011206472537,0.4504727735548856,0.5495272264451143,14,0.72049594116586,1.0
U60840UT2024PTC371190,Uttar Pradesh,Manufacturing,1.3506553047884058,0.6345177380166837,0.3654822619833164,27,0.9732657772948528,1.0
U62495MA2024PTC402723,Maharashtra,Manufacturing,3.0733105018806794,0.6345177380166837,0.3654822619833164,61,5.7795833920692585,1.0
U69821TA2024PTC845991,Tamil Nadu,Manufacturing,0.6293763168722605,0.6345177380166837,0.3654822619833164,12,1.096050261303767,1.0
U86668KE2024PTC789535,Kerala,Manufacturing,0.451480452765353,0.6345177380166837,0.3654822619833164,9,0.4446975422127293,1.0
